field_1,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,county_name,field_16
"12006",-117.55,33.89,"25","2999","439","1396","458",5.6973,164800,INLAND,6.54803493449782,0.146382127375792,3.04803493449782,Riverside,
"12007",-117.52,33.89,"2","17978","3217","7305","2463",5.1695,220800,INLAND,7.29922858302883,0.178940927800645,2.96589524969549,Riverside,
"12008",-117.6,33.91,"15","1864","271","1006","288",7.2379,251000,INLAND,6.47222222222222,0.145386266094421,3.49305555555556,Riverside,
"12009",-117.55,33.93,"25","5187","934","2725","860",4.1865,154300,INLAND,6.03139534883721,0.180065548486601,3.16860465116279,Riverside,
"12010",-117.55,33.92,"24","2807","501","1653","509",4.8167,163300,INLAND,5.5147347740668,0.178482365514784,3.2475442043222,Riverside,
"12011",-117.55,33.9,"21","1839","324","871","307",3.4459,198800,INLAND,5.99022801302932,0.176182707993475,2.8371335504886,Riverside,
"12012",-117.53,33.92,"12","2290","319","728","228",6.1561,233500,INLAND,10.0438596491228,0.139301310043668,3.19298245614035,Riverside,
"12013",-117.58,33.92,"16","4157","586","2036","594",6.155,246400,INLAND,6.9983164983165,0.140967043541015,3.42760942760943,Riverside,
"12014",-117.57,33.91,"22","2620","396","1324","362",5.3735,214600,INLAND,7.23756906077348,0.151145038167939,3.65745856353591,Riverside,
"12015",-117.59,33.93,"17","338","47","200","46",7.8118,244200,INLAND,7.34782608695652,0.13905325443787,4.34782608695652,Riverside,
"12016",-117.5,33.93,"19","4741","835","2903","796",4.3723,135600,INLAND,5.95603015075377,0.176123180763552,3.64698492462312,Riverside,
"12017",-117.49,33.91,"17","5364","1020","3754","936",3.2857,139100,INLAND,5.73076923076923,0.190156599552573,4.01068376068376,Riverside,
"12018",-117.5,33.92,"31","2529","513","1504","426",2.9821,115600,INLAND,5.93661971830986,0.202846975088968,3.53051643192488,Riverside,
"12019",-117.5,33.92,"28","2101","337","1061","348",4.55,146800,INLAND,6.03735632183908,0.160399809614469,3.04885057471264,Riverside,
"12020",-117.51,33.95,"12","9016","1486","4285","1457",4.9984,169100,INLAND,6.18805765271105,0.164818101153505,2.94097460535347,Riverside,
"12021",-117.46,33.95,"34","1565","296","1142","328",3.6979,99600,INLAND,4.77134146341463,0.189137380191693,3.48170731707317,Riverside,
"12022",-117.47,33.95,"15","6248","1249","3795","1128",4.1264,124600,INLAND,5.53900709219858,0.199903969270166,3.36436170212766,Riverside,
"12023",-117.5,33.96,"12","7923","1470","4861","1385",4.2985,139200,INLAND,5.72057761732852,0.185535781900795,3.50974729241877,Riverside,
"12024",-117.5,33.95,"29","932","153","711","172",4.8214,143400,INLAND,5.41860465116279,0.164163090128755,4.13372093023256,Riverside,
"12025",-117.46,33.94,"26","2481","620","2411","552",1.7059,85800,INLAND,4.4945652173913,0.249899234179766,4.36775362318841,Riverside,
"12026",-117.47,33.94,"34","559","139","532","137",3.0687,88500,INLAND,4.08029197080292,0.24865831842576,3.88321167883212,Riverside,
"12027",-117.48,33.94,"19","1891","465","1693","416",2.7813,112900,INLAND,4.54567307692308,0.245901639344262,4.06971153846154,Riverside,
"12028",-117.48,33.94,"29","1625","336","1046","320",3.1985,117300,INLAND,5.078125,0.206769230769231,3.26875,Riverside,
"12029",-117.49,33.94,"28","2787","490","1684","467",4.0256,127100,INLAND,5.96788008565311,0.175816289917474,3.60599571734475,Riverside,
"12030",-117.46,33.93,"16","4112","880","2821","857",3.0122,114700,INLAND,4.79813302217036,0.214007782101167,3.29171528588098,Riverside,
"12031",-117.46,33.93,"19","4780","861","3043","766",3.7431,132800,INLAND,6.2402088772846,0.180125523012552,3.97258485639687,Riverside,
"12032",-117.46,33.92,"21","713","142","476","142",3.5208,121100,INLAND,5.02112676056338,0.199158485273492,3.35211267605634,Riverside,
"12033",-117.47,33.93,"33","919","208","724","235",3.4028,110500,INLAND,3.91063829787234,0.226332970620239,3.08085106382979,Riverside,
"12034",-117.47,33.94,"34","2086","417","1501","395",3.2311,105600,INLAND,5.28101265822785,0.199904122722915,3.8,Riverside,
"12035",-117.46,33.94,"35","1566","294","1056","279",3.5227,105400,INLAND,5.61290322580645,0.187739463601533,3.78494623655914,Riverside,
"12036",-117.48,33.93,"31","2191","459","1564","450",2.6776,122000,INLAND,4.86888888888889,0.209493382017344,3.47555555555556,Riverside,
"12037",-117.47,33.92,"18","3869","773","2500","726",3.6583,126100,INLAND,5.32920110192837,0.199793228224347,3.4435261707989,Riverside,
"12038",-117.49,33.93,"26","2970","576","2156","558",3.9522,124600,INLAND,5.32258064516129,0.193939393939394,3.86379928315412,Riverside,
"12039",-117.47,33.91,"21","3491","760","1920","669",2.2241,127300,INLAND,5.21823617339312,0.217702663993125,2.86995515695067,Riverside,
"12040",-117.46,33.9,"10","9738","2130","4936","1840",3.3187,144800,INLAND,5.29239130434783,0.218730745532964,2.68260869565217,Riverside,
"12041",-117.48,33.89,"14","10395","1799","6295","1855",4.7295,149900,INLAND,5.60377358490566,0.173063973063973,3.39353099730458,Riverside,
"12042",-117.49,33.9,"7","10235","2238","5271","2094",3.6071,159100,INLAND,4.88777459407832,0.218661455788959,2.51719197707736,Riverside,
"12043",-117.48,33.91,"22","3611","666","1869","649",4.2207,141100,INLAND,5.56394453004622,0.184436444198283,2.87981510015408,Riverside,
"12044",-117.44,33.88,"5","2589","351","1109","360",6.8089,334100,INLAND,7.19166666666667,0.135573580533024,3.08055555555556,Riverside,
"12045",-117.51,33.89,"16","5418","1005","2690","1088",4.0556,158000,INLAND,4.97977941176471,0.185492801771872,2.47242647058824,Riverside,
"12046",-117.51,33.88,"24","3044","602","2541","564",4.131,123800,INLAND,5.39716312056738,0.197766097240473,4.50531914893617,Riverside,
"12047",-117.52,33.88,"21","722","178","770","165",2.5656,102500,INLAND,4.37575757575758,0.246537396121884,4.66666666666667,Riverside,
"12048",-117.53,33.88,"22","2855","667","2453","624",3.1312,91000,INLAND,4.57532051282051,0.233625218914186,3.93108974358974,Riverside,
"12049",-117.5,33.87,"4","6755","1017","2866","850",5.0493,239800,INLAND,7.94705882352941,0.150555144337528,3.37176470588235,Riverside,
"12050",-117.56,33.88,"36","838","210","722","180",2.4861,96200,INLAND,4.65555555555556,0.250596658711217,4.01111111111111,Riverside,
"12051",-117.58,33.89,"14","1731","404","1269","351",2.3654,107900,INLAND,4.93162393162393,0.233391103408434,3.61538461538462,Riverside,
"12052",-117.55,33.88,"19","2472","618","2143","610",2.2372,108800,INLAND,4.05245901639344,0.25,3.51311475409836,Riverside,
"12053",-117.57,33.87,"33","2076","517","1374","480",2.2197,138200,INLAND,4.325,0.249036608863198,2.8625,Riverside,
"12054",-117.56,33.88,"40","1196","294","1052","258",2.0682,113000,INLAND,4.63565891472868,0.245819397993311,4.07751937984496,Riverside,
"12055",-117.57,33.88,"35","1755","446","1453","428",2.316,119400,INLAND,4.10046728971963,0.254131054131054,3.39485981308411,Riverside,
"12056",-117.57,33.88,"39","679","164","769","179",2.3036,110600,INLAND,3.79329608938547,0.241531664212077,4.29608938547486,Riverside,
"12057",-117.58,33.87,"42","765","171","590","177",1.6875,113500,INLAND,4.32203389830508,0.223529411764706,3.33333333333333,Riverside,
"12058",-117.59,33.88,"7","3586","959","2695","877",2.4387,117000,INLAND,4.08893956670468,0.267428890128277,3.07297605473204,Riverside,
"12059",-117.59,33.88,"13","3239","849","2751","813",2.6111,107000,INLAND,3.9840098400984,0.262117937635073,3.38376383763838,Riverside,
"12060",-117.58,33.88,"16","1739","478","1235","420",2.2969,116100,INLAND,4.14047619047619,0.274870615296147,2.94047619047619,Riverside,
"12061",-117.57,33.87,"37","621","156","443","135",2.3333,122800,INLAND,4.6,0.251207729468599,3.28148148148148,Riverside,
"12062",-117.57,33.87,"27","1786","287","939","278",5.1929,165000,INLAND,6.42446043165468,0.160694288913774,3.37769784172662,Riverside,
"12063",-117.58,33.87,"17","2772","449","1685","461",5.0464,163900,INLAND,6.01301518438178,0.161976911976912,3.65509761388286,Riverside,
"12064",-117.58,33.87,"30","701","131","356","125",3.2917,144300,INLAND,5.608,0.186875891583452,2.848,Riverside,
"12065",-117.58,33.87,"34","1511","272","773","265",3.5313,142100,INLAND,5.70188679245283,0.180013236267373,2.91698113207547,Riverside,
"12066",-117.55,33.85,"4","8207","1373","3887","1304",4.8686,195300,INLAND,6.29371165644172,0.167296210551968,2.9808282208589,Riverside,
"12067",-117.56,33.83,"28","895","127","346","115",5.4788,339300,INLAND,7.78260869565217,0.141899441340782,3.00869565217391,Riverside,
"12068",-117.58,33.85,"6","16431","2640","8222","2553",5.2861,195100,INLAND,6.43595769682726,0.160671900675552,3.22052487269879,Riverside,
"12069",-117.54,33.82,"6","202","29","75","28",4.125,216700,INLAND,7.21428571428571,0.143564356435644,2.67857142857143,Riverside,
"12071",-117.6,33.85,"9","6538","955","2928","892",5.3006,221400,<1H OCEAN,7.32959641255605,0.146069134291832,3.28251121076233,Riverside,
"12072",-117.56,33.86,"25","6964","1066","3240","1036",5.2898,177100,INLAND,6.72200772200772,0.153072946582424,3.12741312741313,Riverside,
"12073",-117.55,33.87,"18","8136","1584","4976","1516",3.9414,137100,INLAND,5.36675461741425,0.194690265486726,3.28232189973615,Riverside,
"12074",-117.64,33.88,"13","8010","1366","3920","1309",5.536,204800,<1H OCEAN,6.11917494270435,0.170536828963795,2.99465240641711,Riverside,
"12075",-117.6,33.87,"18","6450","1165","3716","1113",4.2721,150300,INLAND,5.79514824797844,0.18062015503876,3.33872416891285,Riverside,
"12076",-117.6,33.86,"23","2949","473","1671","477",5.195,161000,INLAND,6.18238993710692,0.160393353679213,3.50314465408805,Riverside,
"12077",-117.6,33.87,"15","7626","1570","3823","1415",3.4419,138100,INLAND,5.38939929328622,0.205874639391555,2.7017667844523,Riverside,
"12078",-117.64,33.87,"2","17470","2727","5964","1985",6.2308,257900,<1H OCEAN,8.80100755667506,0.156096164854035,3.00453400503778,Riverside,
"12079",-117.52,33.84,"20","688","146","575","144",3.55,111000,INLAND,4.77777777777778,0.212209302325581,3.99305555555556,Riverside,
"12080",-117.52,33.83,"22","2397","400","1347","403",4.46,189800,INLAND,5.94789081885856,0.166875260742595,3.3424317617866,Riverside,
"12081",-117.53,33.83,"7","2191","324","1156","310",5.5362,195600,INLAND,7.06774193548387,0.147877681424007,3.72903225806452,Riverside,
"12082",-117.54,33.76,"5","5846","1035","3258","1001",4.7965,160800,<1H OCEAN,5.84015984015984,0.177044132740335,3.25474525474525,Riverside,
"12083",-117.52,33.82,"14","3776","580","1877","559",5.1365,215000,INLAND,6.75491949910555,0.153601694915254,3.35778175313059,Riverside,
"12084",-117.36,33.88,"15","2857","421","1361","382",4.6875,189800,INLAND,7.47905759162304,0.147357367868393,3.56282722513089,Riverside,
"12085",-117.33,33.9,"2","12837","1842","4636","1453",5.1512,187800,INLAND,8.83482450103235,0.143491469969619,3.1906400550585,Riverside,
"12086",-117.34,33.89,"17","2678","394","1225","367",5.363,211300,INLAND,7.29700272479564,0.147124719940254,3.33787465940055,Riverside,
"12087",-117.38,33.89,"12","3964","524","1707","549",5.1624,267900,INLAND,7.22040072859745,0.132189707366297,3.10928961748634,Riverside,
"12088",-117.36,33.88,"10","5600","848","2573","788",5.0346,240500,INLAND,7.10659898477157,0.151428571428571,3.26522842639594,Riverside,
"12089",-117.26,33.86,"16","1171","235","659","216",3.1103,110000,INLAND,5.4212962962963,0.20068317677199,3.05092592592593,Riverside,
"12090",-117.33,33.87,"14","2300","335","1001","311",5.1045,161300,INLAND,7.39549839228296,0.145652173913043,3.21864951768489,Riverside,
"12091",-117.3,33.85,"15","3991","751","2317","657",2.9542,127900,INLAND,6.07458143074581,0.188173390127788,3.52663622526636,Riverside,
"12092",-117.28,33.85,"16","3498","702","2372","672",2.3229,118000,INLAND,5.20535714285714,0.200686106346484,3.5297619047619,Riverside,
"12093",-117.43,33.81,"13","4770","718","1985","662",4.2273,295200,INLAND,7.20543806646526,0.150524109014675,2.99848942598187,Riverside,
"12094",-117.4,33.76,"8","1954","330","973","321",4.4875,249100,INLAND,6.08722741433022,0.168884339815763,3.03115264797508,Riverside,
"12095",-117.4,33.85,"9","7538","1125","3450","1077",5.4625,223600,INLAND,6.99907149489322,0.149243831254975,3.2033426183844,Riverside,
"12096",-117.26,33.84,"12","1159","209","523","159",2.7232,123200,INLAND,7.28930817610063,0.180327868852459,3.28930817610063,Riverside,
"12097",-117.32,33.87,"15","826","138","440","134",4.8125,173900,INLAND,6.16417910447761,0.167070217917676,3.28358208955224,Riverside,
"12098",-117.28,33.89,"33","6982","1371","5650","1195",2.5379,152700,INLAND,5.84267782426778,0.196362073904325,4.72803347280335,Riverside,
"12099",-117.34,33.96,"15","6437","1298","2805","1205",4.1883,184500,INLAND,5.34190871369295,0.201646729843095,2.32780082987552,Riverside,
"12100",-117.32,33.96,"19","3216","666","1363","629",3.7585,144500,INLAND,5.11287758346582,0.207089552238806,2.16693163751987,Riverside,
"12101",-117.34,33.94,"20","4589","594","1660","595",7.4141,236500,INLAND,7.71260504201681,0.129439965134016,2.78991596638655,Riverside,
"12103",-117.31,33.94,"7","11232","1791","4218","1644",5.2713,216500,INLAND,6.83211678832117,0.159455128205128,2.56569343065693,Riverside,
"12104",-117.33,33.98,"52","1417","353","881","300",1.9531,162500,INLAND,4.72333333333333,0.249117854622442,2.93666666666667,Riverside,
"12105",-117.33,33.97,"8","152","19","1275","20",1.625,162500,INLAND,7.6,0.125,63.75,Riverside,
"12106",-117.34,34,"27","321","64","214","67",3.175,101600,INLAND,4.7910447761194,0.199376947040498,3.19402985074627,Riverside,
"12107",-117.34,33.98,"10","17286","4952","9851","4616",1.7579,103400,INLAND,3.7448006932409,0.286474603725558,2.13409878682842,Riverside,
"12108",-117.32,33.99,"27","5464","850","2400","836",4.711,133500,INLAND,6.53588516746411,0.155563689604685,2.87081339712919,Riverside,
"12109",-117.31,33.97,"28","3420","691","1502","656",3.4896,140300,INLAND,5.21341463414634,0.202046783625731,2.28963414634146,Riverside,
"12110",-117.29,33.97,"4","18767","3032","8805","2723",4.6667,160600,INLAND,6.89203084832905,0.161560185431875,3.23356591994124,Riverside,
"12111",-117.35,34.01,"23","3707","769","1938","658",2.725,95300,INLAND,5.63373860182371,0.20744537361748,2.94528875379939,Riverside,
"12112",-117.34,34.02,"28","2683","708","2047","636",2.275,85400,INLAND,4.2185534591195,0.263883712262393,3.2185534591195,Riverside,
"12113",-117.32,34.01,"23","3021","527","1580","533",4.4063,129900,INLAND,5.66791744840525,0.174445547831844,2.96435272045028,Riverside,
"12114",-117.24,33.95,"11","6617","1118","3710","1087",4.7877,132600,INLAND,6.08739650413983,0.168958742632613,3.4130634774609,Riverside,
"12115",-117.23,33.94,"7","13195","2696","6763","2437",3.5851,142000,INLAND,5.41444398851046,0.204319818112922,2.77513336068937,Riverside,
"12116",-117.25,33.95,"5","13096","2208","6780","2180",4.2775,138700,INLAND,6.00733944954128,0.168601099572389,3.11009174311927,Riverside,
"12117",-117.23,33.96,"5","9179","1361","4573","1294",5.253,163300,INLAND,7.0935085007728,0.148273232378255,3.53400309119011,Riverside,
"12118",-117.21,33.95,"5","8403","1240","3962","1150",5.2174,155500,INLAND,7.30695652173913,0.14756634535285,3.44521739130435,Riverside,
"12119",-117.14,33.94,"5","4873","639","1947","568",6.3223,223200,INLAND,8.57922535211268,0.131130720295506,3.42781690140845,Riverside,
"12120",-117.21,33.97,"3","18356","2537","8437","2342",5.6409,197700,INLAND,7.83774551665243,0.138210939202441,3.60247651579846,Riverside,
"12121",-117.28,33.94,"10","972","212","773","219",1.3125,135700,INLAND,4.43835616438356,0.218106995884774,3.5296803652968,Riverside,
"12122",-117.28,33.92,"35","3623","841","2721","766",2.1574,86900,INLAND,4.72976501305483,0.232128070659674,3.55221932114882,Riverside,
"12123",-117.27,33.92,"13","8443","1744","4885","1470",3.0907,127200,INLAND,5.74353741496599,0.206561648703068,3.32312925170068,Riverside,
"12124",-117.27,33.93,"2","337","55","115","49",3.1042,164800,INLAND,6.87755102040816,0.163204747774481,2.3469387755102,Riverside,
"12125",-117.24,33.94,"15","1569","423","1123","369",1.6111,113900,INLAND,4.2520325203252,0.269598470363289,3.04336043360434,Riverside,
"12126",-117.24,33.93,"12","7105","1447","4520","1333",3.2705,113200,INLAND,5.33008252063016,0.2036593947924,3.39084771192798,Riverside,
"12127",-117.25,33.93,"8","10110","1761","5804","1703",4.2654,137600,INLAND,5.936582501468,0.174183976261128,3.40810334703464,Riverside,
"12128",-117.25,33.92,"7","9812","1914","5595","1729",4.1482,124600,INLAND,5.67495662232504,0.195067264573991,3.23597455176403,Riverside,
"12129",-117.23,33.91,"9","11654","2100","7596","2127",4.0473,127200,INLAND,5.47907851433945,0.180195640981637,3.57122708039492,Riverside,
"12130",-117.23,33.89,"5","11775","2031","6686","1911",4.1953,136600,INLAND,6.16169544740973,0.172484076433121,3.49869178440607,Riverside,
"12131",-117.23,33.94,"8","2405","537","1594","517",3.0789,114200,INLAND,4.65183752417795,0.223284823284823,3.08317214700193,Riverside,
"12132",-117.22,33.93,"14","5104","1026","3513","972",3.2148,117000,INLAND,5.25102880658436,0.201018808777429,3.6141975308642,Riverside,
"12133",-117.22,33.92,"5","16884","2865","9509","2688",4.0938,130900,INLAND,6.28125,0.169687277896233,3.5375744047619,Riverside,
"12134",-117.21,33.93,"4","10002","1468","5439","1397",5.0223,152600,INLAND,7.159627773801,0.146770645870826,3.89334287759485,Riverside,
"12135",-117.16,33.92,"12","3236","502","1610","502",4.7568,143500,INLAND,6.44621513944223,0.15512978986403,3.20717131474104,Riverside,
"12136",-117.22,33.9,"8","8302","1461","5155","1370",4.0467,121500,INLAND,6.05985401459854,0.175981691158757,3.76277372262774,Riverside,
"12137",-117.13,33.89,"4","1611","239","275","84",3.5781,244400,INLAND,19.1785714285714,0.148355058969584,3.27380952380952,Riverside,
"12138",-117.19,33.9,"3","21060","3366","9623","2812",4.189,143000,INLAND,7.48933143669986,0.15982905982906,3.42211948790896,Riverside,
"12140",-117.24,33.85,"8","1031","201","606","179",2.8194,136300,INLAND,5.75977653631285,0.194956353055286,3.3854748603352,Riverside,
"12141",-117.17,33.83,"7","77","12","64","15",4.6,187500,INLAND,5.13333333333333,0.155844155844156,4.26666666666667,Riverside,
"12142",-117.2,33.83,"14","1265","230","621","173",3.6618,161300,INLAND,7.3121387283237,0.181818181818182,3.58959537572254,Riverside,
"12143",-117.23,33.83,"2","1424","251","681","192",4.0833,100000,INLAND,7.41666666666667,0.17626404494382,3.546875,Riverside,
"12144",-117.21,33.82,"2","4198","805","1943","673",3.9052,122100,INLAND,6.23774145616642,0.191757979990472,2.88707280832095,Riverside,
"12145",-117.22,33.81,"4","9911","1946","5145","1661",3.4237,113700,INLAND,5.96688741721854,0.196347492684896,3.09753160746538,Riverside,
"12146",-117.21,33.71,"16","8476","1758","2711","1427",2.1848,97900,<1H OCEAN,5.93973370707779,0.207409155261916,1.89978976874562,Riverside,
"12147",-117.2,33.72,"8","5528","1073","1674","918",2.5335,110100,<1H OCEAN,6.02178649237473,0.194102749638206,1.82352941176471,Riverside,
"12148",-117.2,33.72,"16","5373","1079","1573","933",1.9912,98600,<1H OCEAN,5.7588424437299,0.200818909361623,1.68595927116827,Riverside,
"12149",-117.2,33.71,"24","4210","920","1283","829",2.0881,83300,<1H OCEAN,5.07840772014475,0.218527315914489,1.54764776839566,Riverside,
"12150",-117.2,33.7,"23","6323","1196","1984","1124",2.3276,92400,<1H OCEAN,5.62544483985765,0.189150719595129,1.76512455516014,Riverside,
"12151",-117.19,33.7,"24","5783","1256","1990","1151",1.9014,83500,<1H OCEAN,5.02432667245873,0.21718831056545,1.72893136403128,Riverside,
"12152",-117.19,33.69,"3","6484","1037","3295","1074",4.5881,136400,<1H OCEAN,6.03724394785847,0.159932140653917,3.06797020484171,Riverside,
"12153",-117.27,33.68,"8","26322","4072","9360","3361",5.3238,228900,<1H OCEAN,7.83159773876822,0.154699490920143,2.7848854507587,Riverside,
"12154",-117.25,33.7,"10","5156","941","2294","747",3.58,113400,<1H OCEAN,6.90227576974565,0.182505818463926,3.07095046854083,Riverside,
"12155",-117.23,33.68,"10","3659","650","1476","515",3.8869,125900,<1H OCEAN,7.10485436893204,0.177644165072424,2.86601941747573,Riverside,
"12156",-117.22,33.66,"12","1869","356","1007","323",3.125,117200,<1H OCEAN,5.78637770897833,0.19047619047619,3.11764705882353,Riverside,
"12157",-117.17,33.66,"2","7401","1187","2826","839",4.1386,177300,<1H OCEAN,8.82121573301549,0.160383731928118,3.36829558998808,Riverside,
"12158",-117.07,33.67,"11","939","187","557","190",2.375,145800,INLAND,4.94210526315789,0.199148029818956,2.93157894736842,Riverside,
"12159",-117.11,33.83,"14","2715","500","1540","464",3.8036,139600,INLAND,5.85129310344828,0.184162062615101,3.31896551724138,Riverside,
"12160",-117.11,33.78,"13","1914","339","930","304",4.1875,161200,INLAND,6.29605263157895,0.177115987460815,3.05921052631579,Riverside,
"12161",-117.08,33.82,"6","1771","293","935","279",4.065,148200,INLAND,6.34767025089606,0.165443252399774,3.35125448028674,Riverside,
"12162",-117.18,33.78,"7","1697","424","808","354",1.3417,169300,INLAND,4.79378531073446,0.249852681202121,2.28248587570621,Riverside,
"12163",-117.11,33.75,"17","4174","851","1845","780",2.2618,96100,INLAND,5.35128205128205,0.20388116914231,2.36538461538462,Riverside,
"12164",-117.16,33.76,"11","4934","929","2508","840",2.625,155400,INLAND,5.87380952380952,0.188285366842319,2.98571428571429,Riverside,
"12165",-117.22,33.74,"7","1810","386","931","355",2.5221,109200,<1H OCEAN,5.09859154929577,0.213259668508287,2.62253521126761,Riverside,
"12166",-117.06,33.78,"17","2813","565","1345","488",2.5847,145300,INLAND,5.76434426229508,0.200853181656594,2.75614754098361,Riverside,
"12167",-117.14,33.81,"13","4496","756","2044","695",3.2778,148800,INLAND,6.46906474820144,0.168149466192171,2.9410071942446,Riverside,
"12168",-117.22,33.8,"3","5284","920","2703","729",4.0717,126500,INLAND,7.2482853223594,0.174110522331567,3.70781893004115,Riverside,
"12169",-117.09,33.71,"13","1974","426","1276","408",1.972,90500,INLAND,4.83823529411765,0.21580547112462,3.12745098039216,Riverside,
"12170",-117.07,33.72,"16","4928","960","2132","853",2.7983,112500,INLAND,5.77725674091442,0.194805194805195,2.49941383352872,Riverside,
"12171",-117.11,33.74,"18","4799","1035","1966","944",2.1182,71300,INLAND,5.08368644067797,0.215669931235674,2.08262711864407,Riverside,
"12172",-117.15,33.7,"2","6305","1265","2489","1152",3.1319,111500,INLAND,5.47309027777778,0.200634417129262,2.16059027777778,Riverside,
"12173",-117.16,33.73,"10","2381","454","1323","477",2.6322,140700,INLAND,4.9916142557652,0.19067618647627,2.77358490566038,Riverside,
"12174",-117.23,33.79,"17","3318","759","2016","673",2.2969,89300,INLAND,4.93016344725111,0.22875226039783,2.99554234769688,Riverside,
"12175",-117.23,33.78,"23","3465","703","2672","607",1.9767,81500,INLAND,5.70840197693575,0.202886002886003,4.40197693574959,Riverside,
"12176",-117.23,33.77,"5","2108","496","1666","461",2,83000,INLAND,4.57266811279826,0.235294117647059,3.61388286334056,Riverside,
"12177",-117.29,33.83,"15","4173","804","2393","713",2.4662,118300,INLAND,5.85273492286115,0.192667145938174,3.3562412342216,Riverside,
"12178",-117.32,33.8,"11","3196","576","1757","552",4.0982,173300,INLAND,5.78985507246377,0.180225281602002,3.18297101449275,Riverside,
"12179",-117.26,33.81,"22","4249","922","2405","846",2.1549,146500,INLAND,5.02245862884161,0.216992233466698,2.84278959810875,Riverside,
"12180",-117.24,33.77,"9","6907","1379","3665","1290",2.8401,104200,INLAND,5.35426356589147,0.19965252642247,2.84108527131783,Riverside,
"12181",-117.31,33.75,"19","3173","678","2204","606",2.1484,129200,<1H OCEAN,5.23597359735974,0.213677907343208,3.63696369636964,Riverside,
"12182",-117.27,33.77,"16","2876","576","1859","545",2.0878,101300,<1H OCEAN,5.27706422018349,0.200278164116829,3.41100917431193,Riverside,
"12183",-117.29,33.72,"19","2248","427","1207","368",2.817,110000,<1H OCEAN,6.10869565217391,0.189946619217082,3.27989130434783,Riverside,
"12184",-117.28,33.72,"11","1161","235","640","210",2.1667,114600,<1H OCEAN,5.52857142857143,0.202411714039621,3.04761904761905,Riverside,
"12185",-117.39,33.69,"5","6529","997","3464","1006",5.3275,168700,<1H OCEAN,6.49005964214712,0.152703323633022,3.44333996023857,Riverside,
"12186",-117.37,33.7,"8","4345","865","2425","785",3.2481,123800,<1H OCEAN,5.53503184713376,0.199079401611047,3.08917197452229,Riverside,
"12187",-117.34,33.71,"10","2591","486","1255","425",3.1513,154300,<1H OCEAN,6.09647058823529,0.187572365881899,2.95294117647059,Riverside,
"12188",-117.31,33.67,"9","981","169","596","156",3.1832,157400,<1H OCEAN,6.28846153846154,0.172273190621814,3.82051282051282,Riverside,
"12189",-117.35,33.69,"11","1229","236","581","190",3.102,111300,<1H OCEAN,6.46842105263158,0.192026037428804,3.05789473684211,Riverside,
"12190",-117.33,33.67,"27","4376","1003","2667","870",1.9194,100600,<1H OCEAN,5.02988505747126,0.229204753199269,3.06551724137931,Riverside,
"12191",-117.35,33.68,"10","516","107","282","96",4.2788,125000,<1H OCEAN,5.375,0.207364341085271,2.9375,Riverside,
"12192",-117.38,33.67,"9","13288","2728","7235","2350",3.375,131800,<1H OCEAN,5.65446808510638,0.205298013245033,3.07872340425532,Riverside,
"12193",-117.38,33.67,"17","10145","2306","4776","1749",2.2423,132600,<1H OCEAN,5.80045740423099,0.227304090685067,2.73070325900515,Riverside,
"12194",-117.35,33.64,"23","6859","1535","3405","1351",2.5395,109200,<1H OCEAN,5.07698001480385,0.223793555911941,2.52035529237602,Riverside,
"12195",-117.29,33.63,"7","16010","2726","7139","2426",3.8056,162200,<1H OCEAN,6.59934047815334,0.170268582136165,2.94270403957131,Riverside,
"12196",-117.28,33.66,"15","4573","928","2513","832",2.6949,163600,<1H OCEAN,5.49639423076923,0.202930242729062,3.02043269230769,Riverside,
"12197",-117.43,33.55,"8","446","62","188","68",9.4356,465600,<1H OCEAN,6.55882352941176,0.139013452914798,2.76470588235294,Riverside,
"12198",-117.36,33.6,"10","4097","813","2082","731",3.2258,159300,<1H OCEAN,5.6046511627907,0.198437881376617,2.84815321477428,Riverside,
"12199",-117.25,33.65,"10","1652","316","725","233",3.5125,155600,<1H OCEAN,7.09012875536481,0.191283292978208,3.11158798283262,Riverside,
"12200",-117.19,33.64,"12","1481","265","757","243",3.235,210700,<1H OCEAN,6.09465020576132,0.178933153274814,3.11522633744856,Riverside,
"12201",-117.21,33.61,"7","7722","1324","2975","1161",3.6273,150900,<1H OCEAN,6.65116279069767,0.171458171458171,2.56244616709733,Riverside,
"12202",-117.2,33.58,"2","30450","5033","9419","3197",4.5936,174300,<1H OCEAN,9.52455426962778,0.165287356321839,2.94619956208946,Riverside,
"12203",-117.16,33.61,"3","2744","428","1223","366",4.7944,215300,<1H OCEAN,7.49726775956284,0.15597667638484,3.34153005464481,Riverside,
"12204",-117.12,33.61,"2","2569","431","1232","388",4.3651,145600,<1H OCEAN,6.62113402061856,0.167769560140132,3.17525773195876,Riverside,
"12205",-117.16,33.57,"2","20391","3245","7132","2716",3.9443,187300,<1H OCEAN,7.50773195876289,0.159138835760875,2.6259204712813,Riverside,
"12206",-117.16,33.54,"4","4952","1000","2912","943",3.7538,147500,<1H OCEAN,5.25132555673383,0.201938610662359,3.08801696712619,Riverside,
"12207",-117.05,33.52,"5","3471","530","1541","502",4.8083,347700,<1H OCEAN,6.91434262948207,0.152693748199366,3.06972111553785,Riverside,
